declaration;2021120107581385;035182;20211001;0.00
creancegeneral;P;EM01;214T;I;0.00;4.00;0.00;87607.00;;;3504.00;D
declaration;2021120107374862;093041;20211001;0.00
creancegeneral;P;EM01;214T;I;0.00;4.00;0.00;270574.00;;;10822.00;D
declaration;2021120108001831;062176;20211001;0.00
creancegeneral;P;EM01;214T;I;0.00;4.00;0.00;134322.00;;;5372.00;D
declaration;2021120108284176;092052;20211001;0.00
creancegeneral;P;EM01;214T;I;0.00;4.00;0.00;452005.00;;;18080.00;D
